CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
19;MT;38908;D;20;AZUL;366;;0
20;MT;40433;C;14;AZUL;366;;0
21;MT;29299;E;9;AZUL;366;;0
22;MT;49022;B;22;AZUL;366;;0
23;MT;24713;C;11;AZUL;366;;0
24;MT;24145;B;24;AZUL;366;;0
25;MT;7411;D;22;AZUL;366;;0
26;MT;27834;D;21;AZUL;366;;0
27;MT;43030;D;17;AZUL;366;;0
28;MT;43250;E;17;AZUL;366;;0
29;MT;12266;E;19;AZUL;366;;0
30;MT;24787;E;6;AZUL;366;;0
31;MT;43190;E;12;AZUL;366;;0
32;MT;47319;B;7;AZUL;366;;0
33;MT;17303;C;28;AZUL;366;;0
34;MT;16347;E;8;AZUL;366;;0
35;MT;20558;A;2;AZUL;366;;0
36;MT;28286;D;25;AZUL;366;;0
37;MT;16076;C;3;AZUL;366;;0
38;MT;20584;D;26;AZUL;366;;0
39;MT;40697;C;4;AZUL;366;;0
40;MT;28830;D;24;AZUL;366;;0
41;MT;37781;B;20;AZUL;366;;0
42;MT;29258;A;25;AZUL;366;;0
43;MT;40864;B;28;AZUL;366;;0
44;MT;29466;B;10;AZUL;366;;0
45;MT;25960;D;2;AZUL;366;;0
1;MT;42387;C;1;ROSA;368;;0
2;MT;25719;A;7;ROSA;368;;0
3;MT;32535;A;3;ROSA;368;;0
4;MT;9939;C;16;ROSA;368;;0
5;MT;28830;D;24;ROSA;368;;0
6;MT;37781;B;20;ROSA;368;;0
7;MT;40433;C;14;ROSA;368;;0
8;MT;29299;E;9;ROSA;368;;0
9;MT;49022;B;22;ROSA;368;;0
10;MT;24713;C;11;ROSA;368;;0
11;MT;24145;B;24;ROSA;368;;0
12;MT;7411;D;22;ROSA;368;;0
13;MT;27834;D;21;ROSA;368;;0
14;MT;43030;D;17;ROSA;368;;0
15;MT;43250;E;17;ROSA;368;;0
16;MT;12266;E;19;ROSA;368;;0
17;MT;24787;E;6;ROSA;368;;0
18;MT;43190;E;12;ROSA;368;;0
19;MT;47319;B;7;ROSA;368;;0
20;MT;17303;C;28;ROSA;368;;0
21;MT;29258;A;25;ROSA;368;;0
22;MT;40864;B;28;ROSA;368;;0
23;MT;29466;B;10;ROSA;368;;0
24;MT;25960;D;2;ROSA;368;;0
25;MT;32706;B;29;ROSA;368;;0
26;MT;26643;D;23;ROSA;368;;0
27;MT;32844;E;30;ROSA;368;;0
28;MT;32680;B;11;ROSA;368;;0
29;MT;40054;B;18;ROSA;368;;0
30;MT;16347;E;8;ROSA;368;;0
31;MT;20558;A;2;ROSA;368;;0
32;MT;28286;D;25;ROSA;368;;0
33;MT;16076;C;3;ROSA;368;;0
34;MT;20584;D;26;ROSA;368;;0
35;MT;40697;C;4;ROSA;368;;0
36;MT;26970;C;13;ROSA;368;;0
37;MT;26941;C;15;ROSA;368;;0
38;MT;60496;A;19;ROSA;368;;0
39;MT;38234;C;1;ROSA;368;;0
40;MT;32010;E;12;ROSA;368;;0
41;MT;38908;D;20;ROSA;368;;0
42;MT;33451;C;4;ROSA;368;;0
43;MT;44108;B;27;ROSA;368;;0
44;MT;38587;A;5;ROSA;368;;0
45;MT;29502;D;26;ROSA;368;;0
1;MT;47319;B;7;CINZA;370;;1
2;MT;17303;C;28;CINZA;370;;1
3;MT;29258;A;25;CINZA;370;;1
4;MT;40864;B;28;CINZA;370;;1
5;MT;29466;B;10;CINZA;370;;1
6;MT;25960;D;2;CINZA;370;;1
7;MT;28830;D;24;CINZA;370;;1
8;MT;37781;B;20;CINZA;370;;1
9;MT;28286;D;25;CINZA;370;;1
10;MT;16076;C;3;CINZA;370;;1
11;MT;20584;D;26;CINZA;370;;1
12;MT;40697;C;4;CINZA;370;;1
13;MT;26970;C;13;CINZA;370;;1
14;MT;26941;C;15;CINZA;370;;1
15;MT;60496;A;19;CINZA;370;;1
16;MT;38234;C;1;CINZA;370;;1
17;MT;32010;E;12;CINZA;370;;1
18;MT;38908;D;20;CINZA;370;;1
19;MT;33451;C;4;CINZA;370;;1
20;MT;44108;B;27;CINZA;370;;1
21;MT;38587;A;5;CINZA;370;;1
22;MT;29502;D;26;CINZA;370;;1
23;MT;43250;E;17;CINZA;370;;1
24;MT;12266;E;19;CINZA;370;;1
25;MT;24787;E;6;CINZA;370;;1
26;MT;43190;E;12;CINZA;370;;1
27;MT;42387;C;1;CINZA;370;;1
28;MT;25719;A;7;CINZA;370;;1
29;MT;32535;A;3;CINZA;370;;1
30;MT;9939;C;16;CINZA;370;;1
31;MT;16347;E;8;CINZA;370;;1
32;MT;20558;A;2;CINZA;370;;1
33;MT;40433;C;14;CINZA;370;;1
34;MT;29299;E;9;CINZA;370;;1
35;MT;49022;B;22;CINZA;370;;1
36;MT;24713;C;11;CINZA;370;;1
37;MT;32706;B;29;CINZA;370;;1
38;MT;26643;D;23;CINZA;370;;1
39;MT;32844;E;30;CINZA;370;;1
40;MT;32680;B;11;CINZA;370;;1
41;MT;40054;B;18;CINZA;370;;1
42;MT;24145;B;24;CINZA;370;;1
43;MT;7411;D;22;CINZA;370;;1
44;MT;27834;D;21;CINZA;370;;1
45;MT;43030;D;17;CINZA;370;;1
